phis,ndkls,ers,eeds,arps,awrfs,trials,test_num
original,0.006475284103670605,0.9779141442397704,0.11120954502837183,0.08808631202957073,0.9574655474641017,0,1
0,0.0004734797072162337,0.9977074577576348,0.11103197601069748,0.0031247134013662747,0.9977970826660304,0,2
0,0.0016058314912575625,0.9985290481783431,0.11103763019999216,0.020196840498155844,0.9921709709842691,1,3
0,0.0009310466208640779,0.9982432348439083,0.11106000701627187,0.010018876426738155,0.9953977124718769,2,4
0,0.0007636817527805716,0.9974382456644216,0.11106564191393438,0.007345670053080566,0.9967162195049389,3,5
0,0.0006288799500110533,0.9979348821109664,0.1110621627367046,0.0004937090642598285,0.9995947691042472,4,6
0,0.0005047207364658055,0.9997985787085505,0.11104918519313788,0.015017387632670909,0.9932913885461633,5,7
0,0.0010026811925308858,0.9958023871552885,0.11107716441743658,0.004272998984703902,0.9977562940511501,6,8
0,0.0010039798733727913,0.9999897172744244,0.1110477188526456,0.011374441436964589,0.9953764201697397,7,9
0,0.0006768799527980819,0.9993216186320404,0.11105249463676732,0.012170444407810066,0.9952070916871509,8,10
0,0.0013736976604220642,0.9977502253672619,0.11106345531534939,0.00727541889329042,0.9966492961448427,9,11
0.1,0.007356664850680369,0.9760944263390042,0.11122368042442915,0.19488072183075245,0.9197003999300571,0,12
0.1,0.006992108895120686,0.973669022538914,0.1112427167927039,0.20839242431344557,0.9134035228626031,1,13
0.1,0.005937198544821416,0.977053610123155,0.1112162139087545,0.19223034494483177,0.9208277020335158,2,14
0.1,0.0069185889021794065,0.9761445066146498,0.1112232897219791,0.20633246521382476,0.9148824197645963,3,15
0.1,0.0063583182801831215,0.9777620765855303,0.11121072146526599,0.21295234922873213,0.9134918392997978,4,16
0.1,0.006733254700847367,0.9739796758818211,0.11124026599795138,0.1885143923063326,0.9214757583841049,5,17
0.1,0.005866917727876378,0.9770435217770338,0.11121629225696125,0.1924274246905428,0.9208663748444672,6,18
0.1,0.005027326741781053,0.980739962797694,0.11118784263520819,0.1846982568933116,0.9246446207890185,7,19
0.1,0.00912065359746116,0.9698482286294742,0.11127316317803794,0.21158049211031554,0.9125106087228274,8,20
0.1,0.007907614652363833,0.9721503001796329,0.11125475154440627,0.22192271212123776,0.9085501934264149,9,21
0.2,0.02537853233405233,0.9496887270774376,0.1114433203698896,0.3790972491511204,0.8455795916079696,0,22
0.2,0.02232046372538039,0.9522672908794336,0.1114206453377712,0.3528476679840855,0.8562031397304378,1,23
0.2,0.024904455813381122,0.9496301983151864,0.1114438382125424,0.37028366357282616,0.8490254184177878,2,24
0.2,0.023357204774916145,0.9545322222026115,0.1114009518503461,0.36124351158662393,0.8521197511782159,3,25
0.2,0.02258309126477453,0.953476661763636,0.11141010398456272,0.3685616116961181,0.8496117329489621,4,26
0.2,0.02711398676219748,0.949208999345713,0.11144756898750137,0.38211703932211555,0.8438838059445815,5,27
0.2,0.02217737710627267,0.954617989075366,0.11140021020025469,0.3706920102046783,0.8495127739839705,6,28
0.2,0.021510158585771193,0.9551651035707791,0.11139548615250758,0.35883070512706317,0.8536823655749693,7,29
0.2,0.02222672011301361,0.9535617588392066,0.11140936448378136,0.36657428254099184,0.8512219441271145,8,30
0.2,0.028807273378674243,0.9457822495309606,0.11147819324391878,0.3798242160248663,0.844264117791887,9,31
0.3,0.053736689494983864,0.9281670665937234,0.1116434153516297,0.512909638919478,0.7925302497322505,0,32
0.3,0.044222478455181576,0.9354539488030086,0.11157346354502909,0.48888767838981395,0.8025328078305546,1,33
0.3,0.04543665178755317,0.9342233138848078,0.11158511663278795,0.4877536997418197,0.8027550467352711,2,34
0.3,0.04946532248795502,0.930734881553762,0.11161850309846867,0.49843179046213093,0.7982167744287971,3,35
0.3,0.04741891192794022,0.9316063357019609,0.11161011353070902,0.48385374211670323,0.8036517927474122,4,36
0.3,0.044970769763787506,0.9343732834132458,0.11158369307409073,0.4852551372379938,0.8039579536675048,5,37
0.3,0.046384610659747375,0.9334186328953819,0.11159277141179526,0.487502951875012,0.8025844154651386,6,38
0.3,0.04953123037824859,0.9302625101157949,0.11162306441005215,0.4904567350488547,0.80153096681822,7,39
0.3,0.044685025768854185,0.9339319408950125,0.11158788519739661,0.4818935721797466,0.8051659783449935,8,40
0.3,0.054254797465254356,0.9271571645737493,0.11165329189967516,0.5064880154858542,0.7947290626116694,9,41
0.4,0.08517022337248456,0.9110045161096554,0.11181741737029949,0.6112969615098431,0.7543608514379287,0,42
0.4,0.07434846509298348,0.91695504522122,0.11175559178342293,0.5894346294475508,0.7632205523664594,1,43
0.4,0.0811960565820792,0.9147451902985135,0.11177836424690242,0.6099628740161906,0.7551411077115716,2,44
0.4,0.08054527009805824,0.9140513973716895,0.11178555938286301,0.6013245483958529,0.7585529276881234,3,45
0.4,0.07771891362298089,0.915680196373266,0.11176870209168305,0.6003225666286045,0.759149333117119,4,46
0.4,0.07696443477147256,0.9161536895706914,0.11176382420652592,0.599567071451967,0.7594028398788178,5,47
0.4,0.07922863412616929,0.9146116180983042,0.11177974778884793,0.5949687265966732,0.7606866474106198,6,48
0.4,0.08064893920830432,0.9130450247035867,0.1117960350960448,0.6013973665894965,0.758494022811958,7,49
0.4,0.07590027259775517,0.9153609213042186,0.11177199696028506,0.5876744485613392,0.763666357212938,8,50
0.4,0.07862186384679953,0.916134147247871,0.11176402532930535,0.6007080837727197,0.7586570050593886,9,51
0.5,0.12145718951293037,0.895943677101233,0.11198121755356528,0.694794512277173,0.7228121744462961,0,52
0.5,0.1252999540111385,0.8941410511441107,0.11200154128341955,0.7003928537268684,0.7206746513991493,1,53
0.5,0.11646864515934253,0.8991987359057391,0.11194491188919091,0.6893505864705438,0.7250315302219766,2,54
0.5,0.1213385991314579,0.896033787295373,0.11198020569433281,0.6932989754676959,0.7232452366207306,3,55
0.5,0.12088409277435855,0.8966550784098385,0.1119732397065548,0.6983455073202478,0.7215429824456043,4,56
0.5,0.11646598718093018,0.8979581338165883,0.11195868956134972,0.6904745365729505,0.7246619408105774,5,57
0.5,0.12329772895147466,0.8954571875860865,0.111986687125593,0.6994355554622296,0.7208729400485994,6,58
0.5,0.11725321669038835,0.8985614431920732,0.1119519802940132,0.692836156377473,0.7236881628043923,7,59
0.5,0.11469323896435683,0.9018549938299179,0.11191565760899859,0.6878096816160963,0.7253430860934389,8,60
0.5,0.12390524956454844,0.89514517909627,0.11199020098911101,0.700411712868912,0.7205828279466425,9,61
0.6,0.1672459690400411,0.8823929884429627,0.11213786210630075,0.776970690925205,0.6917528222342886,0,62
0.6,0.16973330051300617,0.880142169309852,0.11216475695907295,0.7739603987794679,0.6929635174859594,1,63
0.6,0.1619520236376581,0.8824949904081558,0.11213664927775854,0.7679312919355998,0.6953128332765077,2,64
0.6,0.1754551480712941,0.8783445469281863,0.11218641879920468,0.7807542078947278,0.6901113026177043,3,65
0.6,0.16550531502837337,0.8831740754822965,0.11212858797723507,0.7768502114696818,0.6918982228154767,4,66
0.6,0.16976793347800398,0.8799402334355078,0.11216718225541873,0.7756541790566696,0.6922393706993178,5,67
0.6,0.1653378006217469,0.8817181315057433,0.11214589937555451,0.7718963324256816,0.6937559644130036,6,68
0.6,0.16949344717706158,0.8819684304668818,0.11214291577036907,0.7780471851284405,0.6910835596042578,7,69
0.6,0.16079267067515315,0.8840767915332209,0.11211790743942947,0.7647757741279919,0.6964389457993819,8,70
0.6,0.17366398874045844,0.8786672300492668,0.11218251842170907,0.7782833864700784,0.6911574094229712,9,71
0.7,0.2107021323400091,0.8699765013550014,0.112289411186063,0.8342334466404964,0.6705355181265392,0,72
0.7,0.22461545528290666,0.86597681990507,0.11233990887175982,0.8442337719692532,0.6666982377351282,1,73
0.7,0.2191214082081454,0.8676350237458882,0.1123188726088441,0.8433895429890805,0.6671853606660726,2,74
0.7,0.21370241255449118,0.8687307767017411,0.11230505007927316,0.8349171504370316,0.6702922939525218,3,75
0.7,0.21041212912048768,0.870014170873147,0.11228893952905644,0.8343630305094198,0.6705025826870471,4,76
0.7,0.21730167889254967,0.8675873987446114,0.11231947479335669,0.8358182648873973,0.6698502798962264,5,77
0.7,0.228041172460641,0.8649549873852531,0.11235294340804008,0.8460074896806522,0.6660109344457988,6,78
0.7,0.2255457700987192,0.8655845724191974,0.1123449059458809,0.840920758077955,0.6677600619313452,7,79
0.7,0.21952318601912954,0.8678057258677914,0.112316715168469,0.8446101675864093,0.6667564779987342,8,80
0.7,0.21620743598435838,0.8688070170140418,0.1123040906498115,0.8390701320323057,0.6686277225595166,9,81
0.8,0.28259514197634394,0.8536379805375921,0.112500992988584,0.8998503402149864,0.6462944393942395,0,82
0.8,0.2790230577589227,0.8545783696860579,0.11248843013431983,0.8971063008205318,0.6471951999384892,1,83
0.8,0.29391708220380447,0.8517440951094513,0.11252643899382335,0.907159917772087,0.643476066186105,2,84
0.8,0.26808130637791017,0.8583401184433966,0.112438651599566,0.8934314549508062,0.6486829412250338,3,85
0.8,0.28191797016835807,0.8540743074954391,0.11249515807009404,0.900813405749016,0.6459051579180355,4,86
0.8,0.2858102668001935,0.8532693476372639,0.11250593066581395,0.8979358463670626,0.6468075979786482,5,87
0.8,0.29017239280164536,0.8526474220850792,0.11251427775821567,0.9047974594031725,0.6444267060130293,6,88
0.8,0.2936806551707393,0.8516025307371906,0.1125283488512784,0.9072635745990905,0.6434006518975435,7,89
0.8,0.28541279518701895,0.8527989244171127,0.11251224245938003,0.8983462808531157,0.6467667635531,8,90
0.8,0.2856843765732711,0.8530564259256203,0.11250878600885406,0.9000649271315782,0.6460978133917251,9,91
0.9,0.3624995606111846,0.8406190198809956,0.11267988466930949,0.9533167951321646,0.6266244166172587,0,92
0.9,0.36729117280298273,0.8403017706160525,0.11268436121028898,0.956300646829211,0.6255153937133087,1,93
0.9,0.3608031498138781,0.8407640584109745,0.11267783998663267,0.9530692475008942,0.6267806858184138,2,94
0.9,0.3596473457380685,0.8422036333753878,0.11265760944881371,0.9518968146857747,0.627147621767383,3,95
0.9,0.3629483915414556,0.841714310767976,0.11266447295496135,0.9541799003679399,0.6263318158943896,4,96
0.9,0.35757937840588305,0.841903505304483,0.11266181762211396,0.9533044220289908,0.6266638234254279,5,97
0.9,0.36333569039327807,0.8403570167523002,0.11268358125421736,0.9526521900674991,0.6268663627979248,6,98
0.9,0.3661640379639204,0.8405733450370827,0.11268052881540115,0.9560372691558441,0.6256316506509438,7,99
0.9,0.3602533576184908,0.841068025205363,0.11267355863726546,0.9529072163240626,0.626763696437922,8,100
0.9,0.3588062046798029,0.8413203721325501,0.11267000828328722,0.9519432608849636,0.6271239345929888,9,101
1,0.4771316887679212,0.8285651702725259,0.11285398658724186,1.0,0.6096697283279978,0,102
1,0.4771316887679212,0.8285651702725259,0.11285398658724186,1.0,0.6096697283279978,1,103
1,0.4771316887679212,0.8285651702725259,0.11285398658724186,1.0,0.6096697283279978,2,104
1,0.4771316887679212,0.8285651702725259,0.11285398658724186,1.0,0.6096697283279978,3,105
1,0.4771316887679212,0.8285651702725259,0.11285398658724186,1.0,0.6096697283279978,4,106
1,0.4771316887679212,0.8285651702725259,0.11285398658724186,1.0,0.6096697283279978,5,107
1,0.4771316887679212,0.8285651702725259,0.11285398658724186,1.0,0.6096697283279978,6,108
1,0.4771316887679212,0.8285651702725259,0.11285398658724186,1.0,0.6096697283279978,7,109
1,0.4771316887679212,0.8285651702725259,0.11285398658724186,1.0,0.6096697283279978,8,110
1,0.4771316887679212,0.8285651702725259,0.11285398658724186,1.0,0.6096697283279978,9,111
